Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,has_cabin,family_size,is_alone,fare_per_person,title,age_group,deck,fare_bin,sex_encoded,Embarked_C,Embarked_Q,Embarked_S,title_Miss,title_Mr,title_Mrs,title_Rare,age_group_encoded,fare_bin_encoded,class_avg_fare,class_survival_rate
1,3,female,-0.5724937540977955,0,0,-0.5523441521022426,Q,0,-0.5609748304808926,1,-0.4022103083202193,Miss,Adult,Unknown,Low,1,False,True,False,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,2,male,2.7741368652748912,0,0,-0.487638657997472,S,0,-0.5609748304808926,1,-0.30527994671725833,Mr,Senior,Unknown,Medium,0,False,False,True,False,True,False,False,3,1,-0.24852990089034865,0.47282608695652173
0,1,male,-0.08366006812200977,1,0,1.1987229881422372,C,0,0.059159876663617654,0,0.7727760102904516,Mr,Adult,Unknown,VHigh,0,True,False,False,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
0,1,male,0.9692124862873748,1,0,0.48882607121997695,S,0,0.059159876663617654,0,0.2410548186812489,Mr,Adult,Unknown,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
1,3,male,-0.3092756154954493,0,0,-0.5645981962221571,C,0,-0.5609748304808926,1,-0.4205671564376092,Mr,Adult,Unknown,Low,0,True,False,False,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,3,male,-0.6100963453267021,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,3,female,-0.8357118927001416,2,0,-0.31116912862082463,S,0,0.6792945838081279,0,-0.46389326570392175,Miss,Teen,Unknown,High,1,False,False,True,True,False,False,False,1,2,-0.4129202803998143,0.24236252545824846
1,3,female,-1.1365326225313943,1,0,-0.47018699800565084,C,0,0.059159876663617654,0,-0.4772573190136536,Miss,Teen,Unknown,Medium,1,True,False,False,True,False,False,False,1,1,-0.4129202803998143,0.24236252545824846
0,3,female,0.8188021213717485,1,0,-0.5117561603456139,S,0,0.059159876663617654,0,-0.5083931135307357,Mrs,Adult,Unknown,Medium,1,False,False,True,False,False,True,False,2,1,-0.4129202803998143,0.24236252545824846
0,2,female,-0.15886525057982295,1,0,-0.24058131687016565,S,0,0.059159876663617654,0,-0.30527994671725833,Mrs,Adult,Unknown,High,1,False,False,True,False,False,True,False,2,2,-0.24852990089034865,0.47282608695652173
0,3,male,-0.3092756154954493,0,0,-0.5489135844511607,C,0,-0.5609748304808926,1,-0.3970712367850514,Mr,Adult,Unknown,Low,0,True,False,False,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,2,female,-1.9637896295673394,1,2,0.243632248322888,C,0,1.2994292909526381,0,-0.30898797364112435,Miss,Child,Unknown,VHigh,1,True,False,False,True,False,False,False,0,3,-0.24852990089034865,0.47282608695652173
1,3,female,-0.7605067102423284,0,0,-0.5493041703428476,Q,0,-0.5609748304808926,1,-0.3976563436950911,Miss,Adult,Unknown,Low,1,False,True,False,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,3,male,-0.3092756154954493,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,3,male,-0.3092756154954493,1,0,-0.3699923050797071,Q,0,0.059159876663617654,0,-0.4022103083202193,Mr,Adult,Unknown,High,0,False,True,False,False,True,False,False,2,2,-0.4129202803998143,0.24236252545824846
1,3,female,-0.5724937540977955,0,0,-0.5523441521022426,Q,0,-0.5609748304808926,1,-0.4022103083202193,Miss,Adult,Unknown,Low,1,False,True,False,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,3,male,-0.3092756154954493,2,0,-0.22460023628981643,C,0,0.6792945838081279,0,-0.420665849169423,Mr,Adult,Unknown,High,0,True,False,False,False,True,False,False,2,2,-0.4129202803998143,0.24236252545824846
0,3,female,-0.8357118927001416,1,0,-0.3158749827375352,S,0,0.059159876663617654,0,-0.361675793468072,Mrs,Teen,Unknown,High,1,False,False,True,False,False,True,False,1,2,-0.4129202803998143,0.24236252545824846
0,3,male,-1.6629688997360865,4,1,0.1991219271599808,S,0,2.539698705241659,0,-0.4422307985275025,Master,Child,Unknown,VHigh,0,False,False,True,False,False,False,False,0,3,-0.4129202803998143,0.24236252545824846
0,3,male,-0.6100963453267021,0,0,-0.551167688573065,S,0,-0.5609748304808926,1,-0.4004479381092564,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,1,female,1.495648763492067,1,0,1.0706861093347755,C,1,0.059159876663617654,0,0.676874872890693,Mrs,Adult,Known,VHigh,1,True,False,False,False,False,True,False,2,3,1.1503396270376525,0.6296296296296297
1,2,female,-0.00845488566419658,1,0,-0.12293496395240072,S,0,0.059159876663617654,0,-0.21716143616911204,Mrs,Adult,Unknown,High,1,False,False,True,False,False,True,False,2,2,-0.24852990089034865,0.47282608695652173
0,1,male,2.6989316828170784,0,1,0.723629368227369,C,1,0.059159876663617654,0,0.41692526677366126,Mr,Senior,Known,VHigh,0,True,False,False,False,True,False,False,3,3,1.1503396270376525,0.6296296296296297
1,1,male,0.8188021213717485,0,0,0.10059310659135266,S,1,-0.5609748304808926,1,0.575905158764205,Mr,Adult,Known,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
1,2,female,-0.6100963453267021,0,0,-0.487638657997472,S,0,-0.5609748304808926,1,-0.30527994671725833,Miss,Adult,Unknown,Medium,1,False,False,True,True,False,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,3,male,-0.046057476893103175,0,0,-0.5645981962221571,C,0,-0.5609748304808926,1,-0.4205671564376092,Mr,Adult,Unknown,Low,0,True,False,False,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,2,female,-1.813379264651713,1,2,-0.08175874043118299,S,0,1.2994292909526381,0,-0.4308488242483669,Miss,Child,Unknown,High,1,False,False,True,True,False,False,False,0,2,-0.24852990089034865,0.47282608695652173
0,3,male,-1.362148169904834,5,2,0.3688267912438567,S,0,3.7799681195306793,0,-0.4687397837840698,Master,Child,Unknown,VHigh,0,False,False,True,False,False,False,False,0,3,-0.4129202803998143,0.24236252545824846
0,3,male,-0.5348911628688888,0,0,-0.5645981962221571,C,0,-0.5609748304808926,1,-0.4205671564376092,Mr,Adult,Unknown,Low,0,True,False,False,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,1,female,0.668391756456122,0,0,1.1476456475594605,S,1,-0.5609748304808926,1,2.1444146465212097,Miss,Adult,Known,VHigh,1,False,False,True,True,False,False,False,2,3,1.1503396270376525,0.6296296296296297
0,1,male,1.1948280336608144,1,0,1.229409862837307,S,1,0.059159876663617654,0,0.79576084258183,Mr,Adult,Known,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
0,3,male,-1.888584447109526,3,2,-0.07822934984365007,S,0,2.539698705241659,0,-0.5114772613999208,Master,Child,Unknown,High,0,False,False,True,False,False,False,False,0,2,-0.4129202803998143,0.24236252545824846
0,1,male,0.8188021213717485,0,0,-0.08244579513222272,C,0,-0.5609748304808926,1,0.301708551861749,Mr,Adult,Unknown,High,0,True,False,False,False,True,False,False,2,2,1.1503396270376525,0.6296296296296297
1,3,male,-0.3092756154954493,1,1,-0.37597344566204627,C,0,0.6792945838081279,0,-0.4962527326041491,Master,Adult,Unknown,High,0,True,False,False,False,False,False,False,2,2,-0.4129202803998143,0.24236252545824846
1,2,female,-0.00845488566419658,0,0,-0.487638657997472,S,1,-0.5609748304808926,1,-0.30527994671725833,Mrs,Adult,Known,Medium,1,False,False,True,False,False,True,False,2,1,-0.24852990089034865,0.47282608695652173
0,3,male,-0.7605067102423284,0,0,-0.542737150922978,S,0,-0.5609748304808926,1,-0.38781879317749607,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
1,3,female,-0.9109170751579548,4,2,-0.5482265297501209,S,0,3.159833412386169,0,-0.6354725940998125,Miss,Teen,Unknown,Medium,1,False,False,True,True,False,False,False,1,1,-0.4129202803998143,0.24236252545824846
0,3,male,-0.23407043303763614,2,0,-0.5308736926947506,S,0,0.6792945838081279,0,-0.573600811336364,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,2,male,0.21716066170924297,0,0,-0.487638657997472,S,0,-0.5609748304808926,1,-0.30527994671725833,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,3,female,-0.986122257615768,5,2,0.3688267912438567,S,0,3.7799681195306793,0,-0.4687397837840698,Miss,Teen,Unknown,VHigh,1,False,False,True,True,False,False,False,1,3,-0.4129202803998143,0.24236252545824846
0,2,male,-0.6100963453267021,0,0,0.9947053887663662,S,0,-0.5609748304808926,1,1.9153065190960292,Mr,Adult,Unknown,VHigh,0,False,False,True,False,True,False,False,2,3,-0.24852990089034865,0.47282608695652173
0,3,male,-0.23407043303763614,1,0,-0.3945992162559868,C,0,0.059159876663617654,0,-0.4206411759864696,Mr,Adult,Unknown,Medium,0,True,False,False,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
1,3,male,0.21716066170924297,0,0,0.5946089659095146,S,0,-0.5609748304808926,1,1.3159526082709134,Mr,Adult,Unknown,VHigh,0,False,False,True,False,True,False,False,2,3,-0.4129202803998143,0.24236252545824846
0,3,male,-0.3092756154954493,0,0,-0.554697079160598,S,1,-0.5609748304808926,1,-0.40573504874214517,Mr,Adult,Known,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,3,male,-0.3092756154954493,0,0,-0.5489135844511607,S,0,-0.5609748304808926,1,-0.3970712367850514,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,3,male,-0.3092756154954493,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
1,2,male,-2.126984875500794,0,2,-0.05234715220174175,S,0,0.6792945838081279,0,-0.33465278356664047,Master,Child,Unknown,High,0,False,False,True,False,False,False,False,0,2,-0.24852990089034865,0.47282608695652173
1,3,female,0.0667502967936166,0,0,-0.4411683485949549,S,0,-0.5609748304808926,1,-0.2356663233842228,Miss,Adult,Unknown,Medium,1,False,False,True,True,False,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,3,male,-0.5348911628688888,0,0,-0.5229325638728014,S,0,-0.5609748304808926,1,-0.35815105304614614,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
1,3,male,-0.00845488566419658,0,0,-0.511167928581025,S,0,-0.5609748304808926,1,-0.34052735093651687,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
1,3,female,-0.5724937540977955,0,0,-0.5514618044553595,Q,0,-0.5609748304808926,1,-0.40088853066199714,Miss,Adult,Unknown,Low,1,False,True,False,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,1,male,-0.08366006812200977,0,0,0.37353264536056735,S,0,-0.5609748304808926,1,0.984775047707604,Mr,Adult,Unknown,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
1,2,female,-0.9109170751579548,0,0,-0.487638657997472,S,0,-0.5609748304808926,1,-0.30527994671725833,Miss,Teen,Unknown,Medium,1,False,False,True,True,False,False,False,1,1,-0.24852990089034865,0.47282608695652173
1,3,female,0.29236584416705613,3,0,-0.36175706037546357,S,0,1.2994292909526381,0,-0.535709851800661,Mrs,Adult,Unknown,High,1,False,False,True,False,False,True,False,2,2,-0.4129202803998143,0.24236252545824846
0,3,male,-0.986122257615768,1,3,0.07412267718485556,S,0,1.9195639980971484,0,-0.43305178701207053,Mr,Teen,Unknown,VHigh,0,False,False,True,False,True,False,False,1,3,-0.4129202803998143,0.24236252545824846
0,3,male,-0.3092756154954493,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
1,1,female,-0.45968598041107567,3,2,5.124238728242953,S,1,2.539698705241659,0,0.787426123888799,Miss,Adult,Known,VHigh,1,False,False,True,True,False,False,False,2,3,1.1503396270376525,0.6296296296296297
0,3,male,-0.3844807979532625,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,3,male,-0.00845488566419658,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,3,male,-0.6853015277845153,0,0,-0.5498924021074365,S,0,-0.5609748304808926,1,-0.39853752880057264,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,1,male,1.2700332161186276,1,0,0.7047071288240756,S,1,0.059159876663617654,0,0.4027522855370974,Mr,Adult,Known,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
0,3,male,-0.23407043303763614,1,2,-0.2505812568681757,S,0,1.2994292909526381,0,-0.49407385556666183,Mr,Adult,Unknown,High,0,False,False,True,False,True,False,False,2,2,-0.4129202803998143,0.24236252545824846
0,3,male,2.2477005880701992,0,0,-0.5641087873940192,S,0,-0.5609748304808926,1,-0.4198340104298486,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,3,male,-0.3092756154954493,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,1,male,3.1501627775639576,0,0,0.08069204953178362,C,1,-0.5609748304808926,1,0.5460929042755562,Mr,Senior,Known,VHigh,0,True,False,False,False,True,False,False,3,3,1.1503396270376525,0.6296296296296297
1,1,male,-0.45968598041107567,0,1,0.7560785852891468,C,1,0.059159876663617654,0,0.441230114353051,Mr,Adult,Known,VHigh,0,True,False,False,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
1,2,female,0.36757102662486935,0,1,-0.19352277570305967,S,0,0.059159876663617654,0,-0.27003254249799985,Mrs,Adult,Unknown,High,1,False,False,True,False,False,True,False,2,2,-0.24852990089034865,0.47282608695652173
0,2,male,0.36757102662486935,1,0,-0.12293496395240072,S,0,0.059159876663617654,0,-0.21716143616911204,Mr,Adult,Unknown,High,0,False,False,True,False,True,False,False,2,2,-0.24852990089034865,0.47282608695652173
0,3,female,-0.08366006812200977,0,0,-0.5489135844511607,S,0,-0.5609748304808926,1,-0.3970712367850514,Miss,Adult,Unknown,Low,1,False,False,True,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,3,male,-0.3092756154954493,0,0,-0.5489135844511607,S,0,-0.5609748304808926,1,-0.3970712367850514,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,1,male,-0.6100963453267021,0,1,1.083822501101573,S,1,0.059159876663617654,0,0.6867141857784989,Mr,Adult,Known,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
0,3,male,0.29236584416705613,0,0,-0.5310689856405941,S,0,-0.5609748304808926,1,-0.37033960542516575,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,3,male,0.5931865739983089,2,0,-0.5482265297501209,S,0,0.6792945838081279,0,-0.5822657982069317,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,3,male,-0.08366006812200977,0,0,-0.5489135844511607,S,0,-0.5609748304808926,1,-0.3970712367850514,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,3,female,-0.6100963453267021,0,0,-0.554697079160598,S,0,-0.5609748304808926,1,-0.40573504874214517,Miss,Adult,Unknown,Low,1,False,False,True,True,False,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,3,male,-0.3092756154954493,0,0,-0.5517559203376539,S,0,-0.5609748304808926,1,-0.40132912321473785,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
0,3,male,0.668391756456122,0,0,-0.5489135844511607,S,0,-0.5609748304808926,1,-0.3970712367850514,Mr,Adult,Unknown,Low,0,False,False,True,False,True,False,False,2,0,-0.4129202803998143,0.24236252545824846
1,3,female,-0.5724937540977955,1,0,-0.16646411453197377,Q,0,0.059159876663617654,0,-0.24976528507192622,Miss,Adult,Unknown,High,1,False,True,False,True,False,False,False,2,2,-0.4129202803998143,0.24236252545824846
0,1,male,1.3452383985764407,0,0,0.48882607121997695,S,1,-0.5609748304808926,1,1.1574873283819709,Mr,Adult,Known,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
0,3,female,-1.0989300313024877,1,0,-0.3945992162559868,C,0,0.059159876663617654,0,-0.4206411759864696,Miss,Teen,Unknown,Medium,1,True,False,False,True,False,False,False,1,1,-0.4129202803998143,0.24236252545824846
0,3,male,-0.5348911628688888,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,3,female,-0.6853015277845153,1,0,-0.5035209156413702,S,0,0.059159876663617654,0,-0.5022248177923654,Miss,Adult,Unknown,Medium,1,False,False,True,True,False,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,3,female,-0.9109170751579548,0,0,-0.3945027462465943,C,0,-0.5609748304808926,1,-0.16576014659616736,Miss,Teen,Unknown,High,1,True,False,False,True,False,False,False,1,2,-0.4129202803998143,0.24236252545824846
0,3,male,-0.6100963453267021,0,0,-0.5482265297501209,S,0,-0.5609748304808926,1,-0.39604201258184907,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,3,male,3.1125601863350507,0,0,-0.5523441521022426,Q,0,-0.5609748304808926,1,-0.4022103083202193,Mr,Senior,Unknown,Low,0,False,True,False,False,True,False,False,3,0,-0.4129202803998143,0.24236252545824846
0,2,male,-0.00845488566419658,1,0,-0.24058131687016565,S,0,0.059159876663617654,0,-0.30527994671725833,Mr,Adult,Unknown,High,0,False,False,True,False,True,False,False,2,2,-0.24852990089034865,0.47282608695652173
0,1,male,-0.3844807979532625,0,1,5.089287879132724,C,1,0.059159876663617654,0,3.6868551541176506,Mr,Adult,Known,VHigh,0,True,False,False,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
0,3,female,-2.038994812025152,4,2,0.0011819383758412622,S,0,3.159833412386169,0,-0.5178973243112858,Miss,Child,Unknown,VHigh,1,False,False,True,True,False,False,False,0,3,-0.4129202803998143,0.24236252545824846
0,2,male,-0.6100963453267021,2,0,0.9947053887663662,S,0,0.6792945838081279,0,0.1881837123523611,Mr,Adult,Unknown,VHigh,0,False,False,True,False,True,False,False,2,3,-0.24852990089034865,0.47282608695652173
0,3,male,-0.3092756154954493,0,0,-0.5452853709271768,S,0,-0.5609748304808926,1,-0.39163608705444175,Mr,Adult,Unknown,Medium,0,False,False,True,False,True,False,False,2,1,-0.4129202803998143,0.24236252545824846
0,2,male,0.25476325293814955,1,0,-0.02715200926087325,C,0,0.059159876663617654,0,-0.14541886962123327,Mr,Adult,Unknown,High,0,True,False,False,False,True,False,False,2,2,-0.24852990089034865,0.47282608695652173
1,2,female,0.25476325293814955,0,0,-0.42881548153858956,S,1,-0.5609748304808926,1,-0.21716143616911204,Miss,Adult,Known,Medium,1,False,False,True,True,False,False,False,2,1,-0.24852990089034865,0.47282608695652173
0,1,male,1.8716746757811331,0,1,1.083822501101573,S,1,0.059159876663617654,0,0.6867141857784989,Mr,Adult,Known,VHigh,0,False,False,True,False,True,False,False,2,3,1.1503396270376525,0.6296296296296297
